"1,1,1","0,1,1","0,1,0","0,0,0","1,1,1","1,1,0","1,0,0","0,0,0","1,0,0","0,0,0","1,1,0","0,1,0","0,0,1","0,0,0","0,0,0","1,0,0","1,0,0","0,1,1","0,1,0","1,0,1","1,0,0","1,0,1","0,1,0","0,1,1","1,1,1","1,0,1","0,1,1","0,1,1","0,1,1","0,1,0","0,1,0","1,0,0","1,1,0","0,0,0","0,1,0","0,0,1","0,1,1","0,0,1","0,1,1","0,1,1","0,1,0","0,0,1","0,0,0","1,0,0","0,1,1","1,0,0","0,1,1","1,0,0","0,1,1","0,1,1","0,0,1","0,1,1","1,0,0","1,0,0","1,1,0","0,0,1","1,0,1","1,0,1","0,1,1","0,0,0","0,0,0","1,1,0","0,1,1","0,0,0","0,1,0","1,1,1","0,1,1","1,0,1","1,1,0","0,0,0","0,0,0","0,0,0","1,1,1","0,0,1","0,0,1","0,0,0","1,1,0","1,1,1","1,0,1","1,0,0","1,1,1","0,0,1","0,1,1","1,0,0","0,1,1","1,0,1","0,1,1","0,0,1","0,0,1","0,0,0","1,1,0","0,1,1","1,0,1","1,0,0","1,1,0","0,1,1","0,1,1","0,0,0","1,1,1","0,1,0","0,0,0"
"0,1,1","1,1,0","1,1,0","1,1,0","0,1,0","0,0,0","0,0,1","1,0,1","0,0,1","1,0,1","0,0,0","1,0,1","1,1,0","1,0,1","1,1,1","0,1,0","0,0,0","1,1,1","1,0,0","0,0,1","0,1,1","0,0,1","1,0,1","1,1,0","0,0,0","0,0,1","1,1,1","1,0,0","1,0,0","1,1,0","1,0,1","0,1,0","0,0,1","1,1,0","1,1,1","1,1,1","1,1,0","1,0,0","1,1,0","1,0,1","1,0,1","1,0,0","1,0,1","0,1,1","1,1,1","0,0,1","1,0,0","0,0,0","1,0,0","1,0,1","1,0,0","1,1,0","0,1,0","0,1,0","0,1,0","1,0,0","0,1,0","0,0,0","1,1,1","1,0,1","1,0,1","0,0,0","1,0,1","1,0,0","1,1,1","0,1,0","1,1,1","0,1,0","0,1,1","1,1,0","1,1,0","1,1,1","0,0,0","1,0,1","1,1,1","1,1,1","0,1,1","0,1,0","0,0,0","0,1,1","0,0,0","1,1,0","1,0,1","0,0,0","1,0,1","0,1,0","1,0,1","1,0,0","1,1,0","1,0,0","0,1,1","1,0,1","0,1,1","0,0,1","0,0,1","1,0,0","1,1,0","1,0,0","0,1,0","1,0,1","1,0,0"
"left","right","right","right","left","left","left","right","right","right","left","right","right","right","right","right","left","right","left","left","left","left","right","right","left","left","right","right","left","right","right","left","left","right","right","right","right","left","left","left","left","left","right","right","right","left","right","left","right","right","right","left","left","right","right","right","right","left","right","right","right","left","left","right","right","left","right","right","left","right","right","right","left","right","right","right","left","left","left","right","left","left","left","left","right","left","right","right","right","right","left","right","left","left","left","left","right","right","left","right"
"false","false","false","true","true","true","true","true","false","true","true","false","true","true","true","true","true","false","false","true","true","true","true","false","true","false","true","false","true","true","true","true","true","true","true","false","false","true","false","true","false","false","true","true","false","true","true","true","false","true","false","false","false","true","true","false","false","true","true","false","true","true","false","false","false","true","true","true","false","true","true","true","true","true","true","true","true","false","true","true","true","false","false","true","true","true","true","true","true","true","false","true","false","true","false","false","false","false","true","true"
"0","0","0","0","10","20","30","40","50","50","60","70","70","80","90","100","110","120","120","120","130","140","150","160","160","170","170","180","180","190","200","210","220","230","240","250","250","250","260","260","270","270","270","280","290","290","300","310","320","320","330","330","330","330","340","350","350","350","360","370","370","380","390","390","390","390","400","410","420","420","430","440","450","460","470","480","490","500","500","510","520","530","530","530","540","550","560","570","580","590","600","600","610","610","620","620","620","620","620","630","640"
